opportunity_id,feature,feature_value,shap_value,direction,rank
CY7C3ZPJ,cat__sales_agent_Markita Hansen,,-0.08119705430504989,lowers score,2
CY7C3ZPJ,cat__product_MG Advanced,,-0.06722367337827155,lowers score,3
BED55OSG,num__engage_month,,-0.11892715955713277,lowers score,1
BED55OSG,cat__sales_agent_Markita Hansen,,-0.08555687280713183,lowers score,2
BED55OSG,num__year_established,,-0.03131491536339598,lowers score,3
9Y85N0W5,cat__sales_agent_Markita Hansen,,-0.0930873208325862,lowers score,1
9Y85N0W5,num__engage_month,,0.052048136149857115,raises score,2
9Y85N0W5,num__year_established,,-0.032346847871582755,lowers score,3
8TRT2HNF,num__engage_month,,-0.10271025548473313,lowers score,1
8TRT2HNF,cat__sales_agent_Markita Hansen,,-0.0930996665168381,lowers score,2
8TRT2HNF,num__year_established,,-0.022715169986989133,lowers score,3
